ID,Name,Manufacturer,Type,Form,Therapy_Area,Pack_Size,Price_INR,Price_Category,Purchase_Channel,Is_Discontinued,Short_Composition1,Short_Composition2,State_Market,Units_2022,Units_2023,Units_2024,YoY_Growth_2023_vs_2022,YoY_Growth_2024_vs_2023,Avg_Annual_Growth_2022_24,Revenue_2022,Revenue_2023,Revenue_2024,Age_Group,Gender
MED0323,Glenmark-CAR-955,Glenmark,Allopathy,Syrup,Cardiac,100,1135.3,High,Hospital,No,Insulin,Sulphate,Telangana,18793,19389,21400,3.18%,10.37%,6.78%,21335692.9,22012331.7,24295420,13-30 (Young Adult),Male
MED0324,Sun-ANT-312,Sun Pharma,Allopathy,Inhaler,Anti-diabetic,20,1513.98,High,Pharmacy Store,No,Atorvastatin,Folic Acid,West Bengal,26241,28844,31764,9.92%,10.12%,10.02%,39728349.18,43669239.12,48090060.72,31-50 (Middle Age),Female
MED0325,Zydus-ANT-411,Zydus Lifesciences,Allopathy,Tablet,Anti-infective,60,1415.87,High,Hospital,Yes,Aspirin,Folic Acid,Punjab,14003,14818,15432,5.82%,4.15%,4.99%,19826427.61,20980361.66,21849705.84,51+ (Senior),Male
MED0326,Alkem-DER-919,Alkem Labs,Allopathy,Inhaler,Dermatology,30,686.07,Medium,Pharmacy Store,Yes,Atorvastatin,Calcium,Tamil Nadu,11876,13521,14030,13.86%,3.77%,8.82%,8147767.32,9276352.47,9625562.1,13-30 (Young Adult),Male
MED0327,Divis-RES-784,Divis Labs,Allopathy,Ointment,Respiratory,30,1040.55,High,Pharmacy Store,No,Atorvastatin,Calcium,Tamil Nadu,5946,6682,7481,12.38%,11.96%,12.17%,6187110.3,6952955.1,7784354.55,0-12 (Child),Female
MED0328,Abbott-VIT-844,Abbott India,Allopathy,Ointment,Vitamins,20,1556.61,High,Pharmacy Store,No,Paracetamol,Zinc,Uttar Pradesh,16835,18904,20578,12.29%,8.86%,10.58%,26205529.35,29426155.44,32031920.58,31-50 (Middle Age),Female
MED0329,Biocon-VIT-326,Biocon,Allopathy,Tablet,Vitamins,30,461.13,Medium,Pharmacy Store,No,Atorvastatin,Zinc,Maharashtra,11810,12745,13173,7.92%,3.37%,5.65%,5445945.3,5877101.85,6074465.49,13-30 (Young Adult),Male
MED0330,Alkem-GAS-500,Alkem Labs,Allopathy,Capsule,Gastrointestinal,10,1766.92,High,Online,No,Cetirizine,Magnesium,Rajasthan,6589,7569,8535,14.88%,12.77%,13.83%,11642235.88,13373817.48,15080662.2,51+ (Senior),Male
MED0331,Mankind-VIT-657,Mankind Pharma,Allopathy,Inhaler,Vitamins,15,1465.34,High,Pharmacy Store,Yes,Amoxicillin,Magnesium,Uttar Pradesh,10585,11367,12642,7.40%,11.22%,9.31%,15510623.9,16656519.78,18524828.28,31-50 (Middle Age),Male
MED0332,Biocon-ANT-680,Biocon,Allopathy,Tablet,Anti-diabetic,20,1547.26,High,Online,No,Cetirizine,Hydrochloride,Rajasthan,11147,11720,13381,5.14%,14.17%,9.66%,17247307.22,18133887.2,20703886.06,51+ (Senior),Female
MED0333,Glenmark-RES-200,Glenmark,Allopathy,Injection,Respiratory,60,220.16,Medium,Pharmacy Store,Yes,Aspirin,Folic Acid,Punjab,5169,5558,6191,7.53%,11.40%,9.47%,1138007.04,1223649.28,1363010.56,31-50 (Middle Age),Female
MED0334,Aurobindo-CAR-397,Aurobindo Pharma,Homeopathy,Ointment,Cardiac,20,1073.78,High,Pharmacy Store,No,Paracetamol,Clavulanic Acid,Maharashtra,28854,30011,33572,4.01%,11.87%,7.94%,30982848.12,32225211.58,36048942.16,31-50 (Middle Age),Female
MED0335,Mankind-RES-948,Mankind Pharma,Allopathy,Capsule,Respiratory,15,1702.91,High,Online,No,Omeprazole,Hydrochloride,Uttar Pradesh,26472,28479,31978,7.58%,12.29%,9.94%,45079433.52,48497173.89,54455655.98,51+ (Senior),Male
MED0336,Abbott-VIT-507,Abbott India,Allopathy,Tablet,Vitamins,100,1584.35,High,Hospital,No,Amoxicillin,Calcium,Kerala,27828,29016,33276,4.27%,14.68%,9.48%,44089291.8,45971499.6,52720830.6,0-12 (Child),Female
MED0337,Torrent-CAR-187,Torrent Pharma,Allopathy,Tablet,Cardiac,100,642.86,Medium,Pharmacy Store,Yes,Atorvastatin,Calcium,Maharashtra,27945,30814,31527,10.27%,2.32%,6.30%,17964722.7,19809088.04,20267447.22,0-12 (Child),Male
MED0338,Alkem-CAR-938,Alkem Labs,Allopathy,Ointment,Cardiac,20,1212.88,High,Pharmacy Store,No,Atorvastatin,Magnesium,Uttar Pradesh,5708,6248,6938,9.47%,11.05%,10.26%,6923119.04,7578074.24,8414961.44,0-12 (Child),Female
MED0339,Divis-GAS-818,Divis Labs,Allopathy,Capsule,Gastrointestinal,20,1079.9,High,Pharmacy Store,Yes,Aspirin,Magnesium,Telangana,24875,26778,29533,7.65%,10.29%,8.97%,26862512.5,28917562.2,31892686.7,31-50 (Middle Age),Male
MED0340,Abbott-ANT-328,Abbott India,Allopathy,Syrup,Anti-diabetic,60,374.52,Medium,Hospital,No,Amoxicillin,Vitamin D3,Rajasthan,13976,14534,16390,4.00%,12.78%,8.39%,5234291.52,5443273.68,6138382.8,31-50 (Middle Age),Male
MED0341,Lupin-DER-793,Lupin,Allopathy,Capsule,Dermatology,15,1106.16,High,Hospital,No,Cetirizine,Magnesium,Uttar Pradesh,16134,16766,17140,3.92%,2.23%,3.08%,17846785.44,18545878.56,18959582.4,31-50 (Middle Age),Female
MED0342,Torrent-DER-331,Torrent Pharma,Allopathy,Syrup,Dermatology,30,1553.09,High,Hospital,No,Paracetamol,Sulphate,Rajasthan,14066,15140,17199,7.64%,13.60%,10.62%,21845763.94,23513782.6,26711594.91,13-30 (Young Adult),Male
MED0343,Divis-GAS-885,Divis Labs,Allopathy,Inhaler,Gastrointestinal,100,1681.83,High,Hospital,Yes,Metformin,Vitamin D3,Maharashtra,22593,25596,27202,13.29%,6.28%,9.79%,37997585.19,43048120.68,45749139.66,31-50 (Middle Age),Female
MED0344,Abbott-VIT-982,Abbott India,Allopathy,Injection,Vitamins,30,876.81,High,Pharmacy Store,Yes,Metformin,Zinc,Maharashtra,10375,10685,11776,2.99%,10.22%,6.61%,9096903.75,9368714.85,10325314.56,13-30 (Young Adult),Female
MED0345,Divis-ANT-783,Divis Labs,Allopathy,Ointment,Anti-diabetic,15,1472.83,High,Pharmacy Store,No,Paracetamol,Folic Acid,Telangana,21953,24100,25792,9.78%,7.02%,8.40%,32333036.99,35495203,37987231.36,31-50 (Middle Age),Male
MED0346,Torrent-ANT-103,Torrent Pharma,Allopathy,Syrup,Anti-diabetic,15,1858.73,High,Hospital,No,Omeprazole,Calcium,Maharashtra,7562,8426,8758,11.43%,3.94%,7.69%,14055716.26,15661658.98,16278757.34,51+ (Senior),Female
MED0347,Sun-VIT-375,Sun Pharma,Allopathy,Injection,Vitamins,15,1390.81,High,Pharmacy Store,Yes,Amoxicillin,Clavulanic Acid,Rajasthan,9601,10731,11445,11.77%,6.66%,9.22%,13353166.81,14924782.11,15917820.45,13-30 (Young Adult),Female
MED0348,Glenmark-VIT-872,Glenmark,Allopathy,Syrup,Vitamins,60,1339.35,High,Pharmacy Store,No,Levocetirizine,Sulphate,West Bengal,7349,7894,8513,7.43%,7.85%,7.64%,9842883.15,10572828.9,11401886.55,51+ (Senior),Female
MED0349,Lupin-ANT-641,Lupin,Allopathy,Syrup,Anti-infective,60,1163.06,High,Pharmacy Store,Yes,Omeprazole,Caffeine,Telangana,10936,12038,13137,10.08%,9.13%,9.61%,12719224.16,14000916.28,15279119.22,51+ (Senior),Female
MED0350,Mankind-GAS-735,Mankind Pharma,Allopathy,Inhaler,Gastrointestinal,30,866.45,High,Pharmacy Store,No,Levocetirizine,Sulphate,Uttar Pradesh,29110,31152,33765,7.02%,8.39%,7.71%,25222359.5,26991650.4,29255684.25,31-50 (Middle Age),Female
MED0351,Aurobindo-ANT-565,Aurobindo Pharma,Allopathy,Inhaler,Anti-infective,10,1514.19,High,Online,No,Levocetirizine,None,Tamil Nadu,10622,12010,13684,13.07%,13.95%,13.51%,16083726.18,18185421.9,20720175.96,31-50 (Middle Age),Male
MED0352,Abbott-CAR-352,Abbott India,Homeopathy,Capsule,Cardiac,60,807.86,High,Hospital,No,Levocetirizine,Zinc,Punjab,11364,13016,14443,14.54%,10.97%,12.76%,9180521.04,10515105.76,11667921.98,31-50 (Middle Age),Female
MED0353,Aurobindo-VIT-177,Aurobindo Pharma,Allopathy,Syrup,Vitamins,60,663.81,Medium,Pharmacy Store,Yes,Paracetamol,Hydrochloride,West Bengal,14559,15969,17422,9.69%,9.11%,9.40%,9664409.79,10600381.89,11564897.82,13-30 (Young Adult),Female
MED0354,Divis-ANT-545,Divis Labs,Allopathy,Tablet,Anti-infective,60,899.89,High,Hospital,Yes,Azithromycin,Hydrochloride,Gujarat,10469,11188,12557,6.88%,12.24%,9.56%,9420948.41,10067969.32,11299918.73,0-12 (Child),Female
MED0355,Alkem-RES-321,Alkem Labs,Allopathy,Capsule,Respiratory,30,479.3,Medium,Pharmacy Store,No,Azithromycin,Magnesium,Maharashtra,17322,19268,21396,11.24%,11.04%,11.14%,8302434.6,9235152.4,10255102.8,13-30 (Young Adult),Female
MED0356,Sun-DER-718,Sun Pharma,Allopathy,Inhaler,Dermatology,10,1459.76,High,Pharmacy Store,Yes,Omeprazole,Vitamin D3,Karnataka,20614,21252,22807,3.10%,7.32%,5.21%,30091492.64,31022819.52,33292746.32,31-50 (Middle Age),Female
MED0357,Aurobindo-CAR-292,Aurobindo Pharma,Allopathy,Inhaler,Cardiac,100,1343.98,High,Hospital,Yes,Amoxicillin,Caffeine,Uttar Pradesh,10808,11170,12843,3.35%,14.98%,9.17%,14525735.84,15012256.6,17260735.14,51+ (Senior),Male
MED0358,Sun-CAR-306,Sun Pharma,Allopathy,Inhaler,Cardiac,100,100.01,Low,Hospital,Yes,Amoxicillin,Folic Acid,Uttar Pradesh,8334,9218,10386,10.61%,12.67%,11.64%,833483.34,921892.18,1038703.86,51+ (Senior),Female
MED0359,Biocon-CAR-750,Biocon,Allopathy,Inhaler,Cardiac,10,1337.33,High,Pharmacy Store,Yes,Paracetamol,Magnesium,Telangana,25092,27445,30762,9.38%,12.09%,10.74%,33556284.36,36703021.85,41138945.46,31-50 (Middle Age),Female
MED0360,Lupin-ANT-832,Lupin,Ayurveda,Inhaler,Anti-diabetic,100,1830.02,High,Pharmacy Store,Yes,Insulin,Folic Acid,Maharashtra,12507,13702,15629,9.56%,14.07%,11.82%,22888060.14,25074934.04,28601382.58,31-50 (Middle Age),Female
MED0361,Torrent-DER-790,Torrent Pharma,Allopathy,Syrup,Dermatology,10,231.53,Medium,Pharmacy Store,Yes,Omeprazole,Hydrochloride,Tamil Nadu,8731,9803,10212,12.28%,4.18%,8.23%,2021488.43,2269688.59,2364384.36,31-50 (Middle Age),Male
MED0362,Lupin-RES-748,Lupin,Allopathy,Inhaler,Respiratory,100,530.14,Medium,Online,No,Cetirizine,Folic Acid,Maharashtra,20020,21937,23074,9.58%,5.18%,7.38%,10613402.8,11629681.18,12232450.36,31-50 (Middle Age),Female
MED0363,Sun-ANT-643,Sun Pharma,Allopathy,Ointment,Anti-infective,20,251.7,Medium,Hospital,Yes,Metformin,Caffeine,Uttar Pradesh,10893,11664,13217,7.08%,13.32%,10.20%,2741768.1,2935828.8,3326718.9,31-50 (Middle Age),Male
MED0364,Abbott-ANT-706,Abbott India,Allopathy,Syrup,Anti-infective,100,1077.97,High,Pharmacy Store,Yes,Atorvastatin,None,Maharashtra,26046,27898,31405,7.11%,12.57%,9.84%,28076806.62,30073207.06,33853647.85,51+ (Senior),Male
MED0365,Alkem-VIT-344,Alkem Labs,Allopathy,Inhaler,Vitamins,30,1174.19,High,Pharmacy Store,Yes,Aspirin,Caffeine,Gujarat,17814,19788,21311,11.09%,7.70%,9.40%,20917020.66,23234871.72,25023163.09,51+ (Senior),Female
MED0366,Aurobindo-CAR-492,Aurobindo Pharma,Ayurveda,Tablet,Cardiac,30,1252.5,High,Pharmacy Store,Yes,Insulin,Magnesium,West Bengal,7829,8921,9635,13.95%,8.00%,10.98%,9805822.5,11173552.5,12067837.5,0-12 (Child),Male
MED0367,Divis-RES-152,Divis Labs,Allopathy,Syrup,Respiratory,20,1761.12,High,Hospital,Yes,Amoxicillin,Calcium,Karnataka,16181,16721,17766,3.34%,6.25%,4.80%,28496682.72,29447687.52,31288057.92,31-50 (Middle Age),Male
MED0368,Abbott-ANT-762,Abbott India,Allopathy,Tablet,Anti-diabetic,30,1604.65,High,Online,Yes,Metformin,Caffeine,Karnataka,29099,30398,31645,4.47%,4.10%,4.29%,46693710.35,48778150.7,50779149.25,31-50 (Middle Age),Male
MED0369,Zydus-VIT-335,Zydus Lifesciences,Allopathy,Tablet,Vitamins,20,616.3,Medium,Hospital,Yes,Atorvastatin,Folic Acid,Gujarat,27951,31217,34903,11.69%,11.81%,11.75%,17226201.3,19239037.1,21510718.9,51+ (Senior),Female
MED0370,Lupin-VIT-172,Lupin,Allopathy,Inhaler,Vitamins,15,1884.66,High,Hospital,No,Insulin,Hydrochloride,West Bengal,9910,11188,12068,12.90%,7.87%,10.39%,18676980.6,21085576.08,22744076.88,51+ (Senior),Female
MED0371,Abbott-ANT-585,Abbott India,Allopathy,Tablet,Anti-infective,20,991.03,High,Pharmacy Store,Yes,Azithromycin,Caffeine,Tamil Nadu,9182,10422,11492,13.51%,10.27%,11.89%,9099637.46,10328514.66,11388916.76,31-50 (Middle Age),Male
MED0372,Biocon-ANT-907,Biocon,Allopathy,Tablet,Anti-infective,60,796.61,Medium,Pharmacy Store,No,Omeprazole,None,Telangana,21059,22180,23645,5.32%,6.61%,5.97%,16775809.99,17668809.8,18835843.45,13-30 (Young Adult),Male
MED0373,Glenmark-GAS-481,Glenmark,Allopathy,Injection,Gastrointestinal,100,1287.02,High,Pharmacy Store,Yes,Paracetamol,Calcium,Telangana,9608,10968,12345,14.16%,12.56%,13.36%,12365688.16,14116035.36,15888261.9,51+ (Senior),Male
MED0374,Mankind-RES-758,Mankind Pharma,Allopathy,Tablet,Respiratory,15,1042.77,High,Pharmacy Store,No,Cetirizine,Calcium,Gujarat,23411,26515,27792,13.26%,4.82%,9.04%,24412288.47,27649046.55,28980663.84,31-50 (Middle Age),Male
MED0375,Aurobindo-ANT-800,Aurobindo Pharma,Homeopathy,Inhaler,Anti-infective,20,1629.43,High,Hospital,No,Atorvastatin,Folic Acid,Telangana,8724,9037,9234,3.60%,2.18%,2.89%,14215147.32,14725158.91,15046156.62,31-50 (Middle Age),Female
MED0376,Abbott-ANT-192,Abbott India,Allopathy,Injection,Anti-infective,15,637.18,Medium,Hospital,Yes,Insulin,Magnesium,Telangana,10003,10463,11727,4.61%,12.09%,8.35%,6373711.54,6666814.34,7472209.86,13-30 (Young Adult),Male
MED0377,Torrent-ANT-374,Torrent Pharma,Allopathy,Ointment,Anti-infective,30,1939.8,High,Hospital,Yes,Omeprazole,Hydrochloride,Uttar Pradesh,11911,12298,13310,3.25%,8.24%,5.75%,23104957.8,23855660.4,25818738,51+ (Senior),Male
MED0378,Aurobindo-VIT-369,Aurobindo Pharma,Allopathy,Capsule,Vitamins,15,1156.54,High,Pharmacy Store,No,Levocetirizine,Magnesium,Uttar Pradesh,9386,10588,11528,12.81%,8.89%,10.85%,10855284.44,12245445.52,13332593.12,51+ (Senior),Female
MED0379,Divis-RES-742,Divis Labs,Allopathy,Tablet,Respiratory,20,1425.47,High,Pharmacy Store,No,Aspirin,None,Maharashtra,29661,30979,31936,4.45%,3.09%,3.77%,42280865.67,44159635.13,45523809.92,51+ (Senior),Male
MED0380,Cipla-GAS-282,Cipla,Allopathy,Capsule,Gastrointestinal,100,1744.33,High,Online,No,Aspirin,Zinc,Telangana,26159,29658,32495,13.38%,9.57%,11.48%,45629928.47,51733339.14,56682003.35,51+ (Senior),Female
MED0381,Zydus-ANT-859,Zydus Lifesciences,Allopathy,Capsule,Anti-diabetic,30,482.7,Medium,Pharmacy Store,Yes,Atorvastatin,Hydrochloride,Kerala,25921,27017,27784,4.23%,2.84%,3.54%,12512066.7,13041105.9,13411336.8,51+ (Senior),Female
MED0382,Abbott-ANT-964,Abbott India,Allopathy,Tablet,Anti-infective,15,192.36,Low,Pharmacy Store,Yes,Azithromycin,Vitamin D3,Maharashtra,8374,8943,10096,6.81%,12.90%,9.86%,1610822.64,1720275.48,1942066.56,13-30 (Young Adult),Male
MED0383,Zydus-CAR-792,Zydus Lifesciences,Allopathy,Tablet,Cardiac,20,1558.49,High,Pharmacy Store,No,Levocetirizine,Folic Acid,Uttar Pradesh,28935,32266,33226,11.51%,2.98%,7.25%,45094908.15,50286238.34,51782388.74,31-50 (Middle Age),Male
MED0384,Cipla-CAR-334,Cipla,Allopathy,Inhaler,Cardiac,10,1567.46,High,Pharmacy Store,Yes,Azithromycin,Hydrochloride,Gujarat,15594,16875,18692,8.22%,10.77%,9.50%,24442971.24,26450887.5,29298962.32,13-30 (Young Adult),Female
MED0385,Dr.-CAR-817,Dr. Reddy's,Allopathy,Capsule,Cardiac,20,1631.78,High,Pharmacy Store,Yes,Cetirizine,Vitamin D3,West Bengal,28710,32472,37275,13.10%,14.79%,13.95%,46848403.8,52987160.16,60824599.5,31-50 (Middle Age),Female
MED0386,Aurobindo-DER-793,Aurobindo Pharma,Allopathy,Capsule,Dermatology,60,1184.47,High,Pharmacy Store,No,Omeprazole,Folic Acid,Telangana,24736,26115,27067,5.58%,3.65%,4.62%,29299049.92,30932434.05,32060049.49,51+ (Senior),Male
MED0387,Glenmark-CAR-587,Glenmark,Allopathy,Capsule,Cardiac,20,1626.11,High,Hospital,No,Azithromycin,None,Karnataka,14263,14812,16313,3.85%,10.13%,6.99%,23193206.93,24085941.32,26526732.43,31-50 (Middle Age),Male
MED0388,Aurobindo-CAR-721,Aurobindo Pharma,Allopathy,Ointment,Cardiac,20,448.25,Medium,Hospital,Yes,Omeprazole,Clavulanic Acid,Rajasthan,20919,22450,23726,7.32%,5.69%,6.51%,9376941.75,10063212.5,10635179.5,13-30 (Young Adult),Female
MED0389,Abbott-ANT-801,Abbott India,Allopathy,Syrup,Anti-infective,30,1072.83,High,Online,No,Aspirin,Vitamin D3,Gujarat,17412,19414,22199,11.50%,14.35%,12.93%,18680115.96,20827921.62,23815753.17,31-50 (Middle Age),Male
MED0390,Cipla-VIT-794,Cipla,Allopathy,Injection,Vitamins,15,1689.38,High,Online,No,Amoxicillin,Magnesium,West Bengal,12619,13805,14297,9.41%,3.57%,6.49%,21318286.22,23321890.9,24153065.86,51+ (Senior),Male
MED0391,Cipla-ANT-402,Cipla,Allopathy,Capsule,Anti-infective,20,904.35,High,Hospital,No,Insulin,Sulphate,Maharashtra,15050,15673,16255,4.14%,3.72%,3.93%,13610467.5,14173877.55,14700209.25,31-50 (Middle Age),Female
MED0392,Sun-CAR-266,Sun Pharma,Ayurveda,Injection,Cardiac,15,692.56,Medium,Hospital,Yes,Metformin,Magnesium,Karnataka,23231,25601,28710,10.20%,12.15%,11.18%,16088861.36,17730228.56,19883397.6,51+ (Senior),Female
MED0393,Torrent-VIT-152,Torrent Pharma,Allopathy,Capsule,Vitamins,20,1332.94,High,Hospital,Yes,Cetirizine,Hydrochloride,West Bengal,7320,7614,8676,4.02%,13.96%,8.99%,9757120.8,10149005.16,11564587.44,13-30 (Young Adult),Male
MED0394,Biocon-CAR-767,Biocon,Allopathy,Ointment,Cardiac,20,71.99,Low,Hospital,No,Insulin,Sulphate,Maharashtra,14475,14852,16864,2.61%,13.55%,8.08%,1042055.25,1069195.48,1214039.36,51+ (Senior),Female
MED0395,Abbott-ANT-527,Abbott India,Allopathy,Injection,Anti-diabetic,15,488.08,Medium,Hospital,Yes,Insulin,Hydrochloride,Rajasthan,16692,17603,18078,5.46%,2.70%,4.08%,8147031.36,8591672.24,8823510.24,31-50 (Middle Age),Female
MED0396,Abbott-RES-913,Abbott India,Allopathy,Tablet,Respiratory,10,1491.69,High,Pharmacy Store,Yes,Amoxicillin,None,Punjab,14363,15815,16636,10.11%,5.19%,7.65%,21425143.47,23591077.35,24815754.84,13-30 (Young Adult),Male
MED0397,Aurobindo-CAR-629,Aurobindo Pharma,Ayurveda,Capsule,Cardiac,20,995.92,High,Hospital,Yes,Azithromycin,Calcium,Tamil Nadu,24153,25210,28365,4.38%,12.52%,8.45%,24054455.76,25107143.2,28249270.8,13-30 (Young Adult),Female
MED0398,Zydus-CNS-329,Zydus Lifesciences,Allopathy,Inhaler,CNS,30,1833.38,High,Pharmacy Store,Yes,Metformin,None,Gujarat,16387,18349,19647,11.98%,7.08%,9.53%,30043598.06,33640689.62,36020416.86,31-50 (Middle Age),Male
MED0399,Torrent-ANT-759,Torrent Pharma,Allopathy,Injection,Anti-infective,30,177.75,Low,Pharmacy Store,No,Atorvastatin,Vitamin D3,Gujarat,20388,22224,24982,9.01%,12.41%,10.71%,3623967,3950316,4440550.5,51+ (Senior),Male
MED0400,Dr.-VIT-231,Dr. Reddy's,Allopathy,Ointment,Vitamins,10,364.54,Medium,Pharmacy Store,No,Insulin,Sulphate,Uttar Pradesh,14294,14824,15241,3.71%,2.81%,3.26%,5210734.76,5403940.96,5555954.14,13-30 (Young Adult),Male
MED0401,Lupin-RES-460,Lupin,Allopathy,Tablet,Respiratory,30,352.34,Medium,Pharmacy Store,No,Levocetirizine,Calcium,Karnataka,28299,29054,30296,2.67%,4.28%,3.48%,9970869.66,10236886.36,10674492.64,0-12 (Child),Male
MED0402,Mankind-CAR-493,Mankind Pharma,Allopathy,Inhaler,Cardiac,20,1090.21,High,Hospital,Yes,Amoxicillin,Calcium,Kerala,29889,34103,38306,14.10%,12.33%,13.22%,32585286.69,37179431.63,41761584.26,51+ (Senior),Female
MED0403,Lupin-CAR-753,Lupin,Allopathy,Inhaler,Cardiac,60,1392.06,High,Online,Yes,Levocetirizine,Calcium,Rajasthan,12848,13139,14851,2.27%,13.03%,7.65%,17885186.88,18290276.34,20673483.06,31-50 (Middle Age),Male
MED0404,Torrent-ANT-584,Torrent Pharma,Allopathy,Tablet,Anti-diabetic,15,919.72,High,Hospital,No,Insulin,Calcium,Telangana,21518,22604,23506,5.05%,3.99%,4.52%,19790534.96,20789350.88,21618938.32,51+ (Senior),Male
MED0405,Divis-RES-921,Divis Labs,Allopathy,Capsule,Respiratory,20,282.19,Medium,Hospital,No,Atorvastatin,Caffeine,Gujarat,11142,12645,14259,13.49%,12.77%,13.13%,3144160.98,3568292.55,4023747.21,51+ (Senior),Female
MED0406,Lupin-VIT-115,Lupin,Allopathy,Inhaler,Vitamins,15,927.86,High,Hospital,No,Aspirin,Magnesium,Rajasthan,14770,15713,18029,6.39%,14.74%,10.57%,13704492.2,14579464.18,16728387.94,0-12 (Child),Male
MED0407,Zydus-ANT-462,Zydus Lifesciences,Allopathy,Ointment,Anti-infective,20,1862.98,High,Hospital,Yes,Cetirizine,Magnesium,Kerala,21069,23018,24942,9.25%,8.36%,8.81%,39251125.62,42882073.64,46466447.16,31-50 (Middle Age),Male
MED0408,Cipla-CAR-670,Cipla,Allopathy,Inhaler,Cardiac,100,1684.7,High,Pharmacy Store,Yes,Levocetirizine,Clavulanic Acid,Karnataka,26982,28217,31846,4.58%,12.86%,8.72%,45456575.4,47537179.9,53650956.2,0-12 (Child),Male
MED0409,Lupin-CNS-691,Lupin,Allopathy,Syrup,CNS,20,300.1,Medium,Pharmacy Store,No,Metformin,Folic Acid,Maharashtra,22390,24930,27048,11.35%,8.50%,9.93%,6719239,7481493,8117104.8,51+ (Senior),Male
MED0410,Alkem-RES-261,Alkem Labs,Allopathy,Syrup,Respiratory,60,201.65,Medium,Pharmacy Store,No,Levocetirizine,Magnesium,Kerala,23304,25428,26542,9.12%,4.38%,6.75%,4699251.6,5127556.2,5352194.3,13-30 (Young Adult),Male
MED0411,Biocon-CAR-248,Biocon,Allopathy,Injection,Cardiac,100,736.39,Medium,Hospital,Yes,Amoxicillin,Calcium,Gujarat,16598,18812,19531,13.34%,3.83%,8.59%,12222601.22,13852968.68,14382433.09,0-12 (Child),Female
MED0412,Alkem-VIT-386,Alkem Labs,Allopathy,Capsule,Vitamins,100,68.71,Low,Hospital,No,Metformin,Vitamin D3,West Bengal,26690,29537,30553,10.67%,3.44%,7.06%,1833869.9,2029487.27,2099296.63,13-30 (Young Adult),Female
MED0413,Sun-CAR-316,Sun Pharma,Allopathy,Injection,Cardiac,10,493.45,Medium,Pharmacy Store,No,Omeprazole,Magnesium,Karnataka,9603,10689,10952,11.31%,2.47%,6.89%,4738600.35,5274487.05,5404264.4,13-30 (Young Adult),Male
MED0414,Lupin-CAR-573,Lupin,Allopathy,Inhaler,Cardiac,10,1400.41,High,Hospital,No,Paracetamol,Folic Acid,Gujarat,5398,5998,6285,11.12%,4.79%,7.96%,7559413.18,8399659.18,8801576.85,31-50 (Middle Age),Male
MED0415,Aurobindo-VIT-652,Aurobindo Pharma,Allopathy,Capsule,Vitamins,60,1632.03,High,Pharmacy Store,No,Paracetamol,Sulphate,West Bengal,12850,13920,14685,8.33%,5.50%,6.92%,20971585.5,22717857.6,23966360.55,51+ (Senior),Female
MED0416,Glenmark-CNS-282,Glenmark,Allopathy,Inhaler,CNS,100,1650.56,High,Hospital,No,Azithromycin,Sulphate,Gujarat,5528,6183,6345,11.86%,2.62%,7.24%,9124295.68,10205412.48,10472803.2,13-30 (Young Adult),Female
MED0417,Zydus-DER-193,Zydus Lifesciences,Allopathy,Capsule,Dermatology,10,901.01,High,Hospital,No,Amoxicillin,Vitamin D3,Gujarat,18597,20731,21155,11.48%,2.05%,6.77%,16756082.97,18678838.31,19060866.55,51+ (Senior),Female
MED0418,Torrent-VIT-456,Torrent Pharma,Allopathy,Inhaler,Vitamins,30,824.47,High,Hospital,No,Paracetamol,Folic Acid,Uttar Pradesh,28347,31181,34679,10.00%,11.22%,10.61%,23371251.09,25707799.07,28591795.13,31-50 (Middle Age),Female
MED0419,Biocon-CNS-996,Biocon,Allopathy,Inhaler,CNS,20,781.97,Medium,Hospital,Yes,Amoxicillin,Caffeine,Punjab,16297,16765,18723,2.87%,11.68%,7.28%,12743765.09,13109727.05,14640824.31,0-12 (Child),Male
MED0420,Lupin-VIT-535,Lupin,Allopathy,Tablet,Vitamins,100,677.3,Medium,Hospital,Yes,Cetirizine,Caffeine,Gujarat,12640,13388,14239,5.93%,6.36%,6.15%,8561072,9067692.4,9644074.7,0-12 (Child),Other
MED0421,Zydus-ANT-240,Zydus Lifesciences,Allopathy,Tablet,Anti-diabetic,10,1910.18,High,Pharmacy Store,No,Cetirizine,Hydrochloride,Karnataka,7177,8061,8845,12.32%,9.74%,11.03%,13709361.86,15397960.98,16895542.1,51+ (Senior),Male
MED0422,Cipla-GAS-336,Cipla,Allopathy,Injection,Gastrointestinal,15,1406.23,High,Hospital,Yes,Atorvastatin,Sulphate,West Bengal,5911,6686,6961,13.12%,4.13%,8.63%,8312225.53,9402053.78,9788767.03,31-50 (Middle Age),Female
MED0423,Zydus-RES-410,Zydus Lifesciences,Allopathy,Tablet,Respiratory,10,1911.1,High,Hospital,No,Aspirin,Vitamin D3,Gujarat,7844,8240,8666,5.06%,5.17%,5.12%,14990668.4,15747464,16561592.6,31-50 (Middle Age),Female
MED0424,Alkem-CNS-165,Alkem Labs,Allopathy,Syrup,CNS,20,1665.74,High,Online,No,Levocetirizine,Clavulanic Acid,Karnataka,25252,26759,29509,5.97%,10.28%,8.13%,42063266.48,44573536.66,49154321.66,0-12 (Child),Female
